id,address,categories,city,country,keys,latitude,longitude,name,postalCode,province,twitter,websites
AVwc3GvWIN2L1WUfpsdH,3201 Walnut St,"Brewery,American Restaurant,Restaurant,Brewery and American Restaurant",Boulder,US,us/co/boulder/3201walnutst/-1545073965,40.02061,-105.25113,Twisted Pine Brewing Company,80301,CO,twistedpine,http://twistedpinebrewing.com
AVwc3j3X_7pvs4fzz0NT,610 Merchant St,"American Restaurant,Brewery,American Restaurant and Brewery",Emporia,US,us/ks/emporia/610merchantst/1072746991,38.40537942,-96.18131161,Radius Brewing Company,66801,KS,radiusbrewing,http://radiusbrewing.com
AVwc3kBAIN2L1WUfpxhJ,711 15th Ave N E,"Food & Drink,Breweries,Brewery and Beer Garden,Brewery,Beer Garden",Minneapolis,US,us/mn/minneapolis/71115thavene/-314134622,45.00332792,-93.25146792,Indeed Brewing Company,55413,MN,indeedbrewing,http://indeedbrewing.com
AVwc3QvA_7pvs4fzzw2C,2116 Western Ave,"Attraction,Bars,Clubs and Nightlife,Brewery,Restaurant,bike shop",Seattle,US,us/wa/seattle/2116westernave/861726005,47.611705,-122.345117,Cloudburst Brewing,98121,WA,cloudburst_brew,"http://www.cloudburstbrew.com/,http://cloudburstbrew.com/,http://www.cloudburstbrew.com"
AVwc3RK9ByjofQCxjBMA,1106 N Charles St,"Bars,Beer and Ale,Bar and Grills,Restaurants,Bar,American Restaurant,Brewery,Bars & Clubs,Breweries,Food & Drink,Nightlife",Baltimore,US,us/md/baltimore/1106ncharlesst/-800544065,39.30277,-76.61637,The Brewer's Art,21201,MD,brewersart,http://www.thebrewersart.com
AVwc3sf4IN2L1WUfpy7K,241 W 5th St,"Bars Clubs,Brewery",Winston Salem,US,us/nc/winstonsalem/241w5thst/-1813978813,36.0997,-80.2471,Small Batch Beer Co,27101,NC,smallbatchws,http://smallbatchws.com
AVwc3sHN_7pvs4fzz1rP,305 2nd Ave SE,"American Restaurant,Bar,Restaurant,American Restaurants,Breakfast Brunch and Lunch Restaurants,,Dessert Restaurants,Bars,Banquet Halls and Reception Facilities,Bar and Grills,Wedding Reception Locations and Services,Beer and Ale,Taverns,Restaurants,Bars & Pubs,Pubs,Sports Bars,Sandwich Shops,Breweries,Banquet Facilities,Beer & Ale,Wedding Reception Locations & Services,Banquet Halls & Reception Facilities,Party & Event Planners,Hamburgers & Hot Dogs,Steak Houses,Chicken Restaurants,Breakfast Brunch & Lunch Restaurants,,Bar & Grills,Health Food Restaurants,Pizza",Cedar Rapids,US,us/ia/cedarrapids/3052ndavese/1373481153,41.978546,-91.66631,White Star Ale House,52401,IA,whitestarcr,"http://www.whitestaralehouse.com,http://whitestaralehouse.com"
AVwc3TZe_7pvs4fzzxU3,731 E College Ave,"Beer and Ale,Brew Pubs,Restaurants,Beer and Ale-Wholesale and Manufacturers,Beverages,Brewery,Brewers",Decatur,US,us/ga/decatur/731ecollegeave/1131150139,33.77379,-84.28353,Blue Tarp Brewing Co,30030,GA,bluetarpbrew,"http://www.bluetarpbrew.com,http://bluetarpbrew.com"
AVwc3WrC_7pvs4fzzx2N,500 Blairs Ferry Rd NE,"Sports Bar,American Restaurant,Brewery,Sports Bar, American Restaurant, and Brewery",Cedar Rapids,US,us/ia/cedarrapids/500blairsferryrdne/1558424469,42.03506216,-91.63978457,Third Base Brewing Company,52402,IA,3rdbasebrewery,http://3rdbasebrewery.com
AVwc3YjXIN2L1WUfpvd9,24581 Lorain Rd,"Beer Bar,Brewery,Breweries and brew pubs,Karaoke,Pizza,Restaurants,American restaurants,Bar and grill restaurants,Pub restaurants,Gastropub,Bars Clubs,Bars Pubs,Brew Pubs,Pub Food,Bar,Burger Joint,Bars & Pubs,Pubs,Breweries",North Olmsted,US,us/oh/northolmsted/24581lorainrd/1155396288,41.4263,-81.8942,Fat Head's Brewery & Saloon,44070,OH,fatheadscle,http://www.fatheadscleveland.com
AVwc43Kg_7pvs4fz0CN7,13612 Newport Ave,"Pizza Place,Brewery,Building,Breweries and brew pubs,Pizza,Restaurants,Restaurant,American,Italian,American Restaurants,Caterers,Pizza Place, Brewery, and Building,Breweries,Pizza Restaurants,Italian Restaurants",Tustin,US,us/ca/tustin/13612newportave/-1822852207,33.742405,-117.81726,Oggis Pizza & Brewing Co,92780,CA,oggistustin,http://oggis.com
AVwc49eEByjofQCxjTJE,13300 Bothell Everett Hwy,"Brewery,Wine Bar,Pub,Bars,American Restaurants,Pubs,Brewery, Wine Bar, and Pub,Restaurants,Transportation Companies,Sports Bars,Breweries,Beer & Ale,Wineries,Bar & Grills,Taverns,Restaurant,Movie Theaters",Bothell,US,us/wa/bothell/13300bothelleveretthwy/1453581534,47.876667,-122.212327,McMenamins Mill Creek,98012,WA,captainneon,"http://mcmenamins.com/306-mcmenamins-mill-creek-home,http://www.mcmenamins.com"
AVwc4B_A_7pvs4fzz5VE,2200 S Interstate 35,"Breweries and brew pubs,Movie theaters,Restaurants,Brewers,Movie Theater and Brewery Hesters Crossing Shopping Center,Brewery,Movie Theater,Theatres",Round Rock,US,us/tx/roundrock/2200sinterstate35/-1884486007,30.4887,-97.6799,Flix Brewhouse,78681,TX,flixbrewhouse,"http://flixbrewhouse.com,http://www.flixbrewhouse.com"
AVwc4B-yByjofQCxjJG0,103 S Mills Rd,"Liquor Stores,Food Stores,Wine Stores,Breweries,Liquor Store, Food Drink Shop, and Wine Shop",Ventura,US,us/ca/ventura/103smillsrd/93630837,34.2723,-119.2476,Bevmo,93003,CA,bevmo,http://bevmo.com
AVwc4ftqIN2L1WUfp7JR,13010 W Parmer Ln,"Brewery,Coffee Shop and Brewery,Coffee Shop,restaurant",Cedar Park,US,us/tx/cedarpark/13010wparmerln/-1121460512,30.53396191,-97.7809602,Red Horn Coffee House & Brewing Co,78613,TX,redhornbrew,"http://redhornbrew.com,http://www.redhornbrew.com/"
AVwc4g-0_7pvs4fzz-H4,6530 S Lake Shore Dr,"Wineries,Vineyards,Brewers,Places Of Interest,Tourist Information & Attractions,Beverages,Fruit & Vegetable Growers & Shippers,Liquor Stores",Cedar,US,us/mi/cedar/6530slakeshoredr/1692512761,44.884,-85.7248,Bel Lago Vineyards & Winery,49621,MI,bellagowinery,http://www.bellago.com
AVwc4Hb1kufWRAb5z9nt,at Concourse A,"Steakhouse,American Restaurant,Brewery,Steakhouse, American Restaurant, and Brewery",Denver,US,us/co/denver/atconcoursea/1255227014,39.85380962,-104.6738076,Denver Chop House & Brewery,80202,CO,hmshost,http://denverchophouse.com
AVwc4hKOkufWRAb50Bps,7136 Germantown Ave,"Restaurant,Pizza,Pubs,Brewery,Bar,Restaurants,Brew Pubs,Bars Pubs,Bars & Pubs,Breweries,Pizza Restaurants",Philadelphia,US,us/pa/philadelphia/7136germantownave/-136239492,40.059185,-75.19041,Earth Bread & Brewery,19119,PA,earthbreadbrew,"http://earthbreadbrewery.com,http://www.earthbreadbrewery.com"
AVwc4lbJIN2L1WUfp8Ag,520 S High St,"Restaurant,Restaurant Brewery District",Columbus,US,us/oh/columbus/520shighst/953059784,39.95147,-82.99834,Copious,43215,OH,copiouscolumbus,http://copiouscolumbus.com
AVwc4oRuIN2L1WUfp8gM,13133 Veterans Memorial Dr,"Supermarket,Cheese Shops,Grocery Stores & Supermarkets,Breweries,Beer & Ale Distributors,Beer & Ale Retail",Houston,US,us/tx/houston/13133veteransmemorialdr/-1122957716,29.977857,-95.490986,Kroger,77014,TX,kroger,http://kroger.com
AVwc4s8M_7pvs4fz0ALq,150 Eastside Dr,"Brewery,Bars & Clubs,Nightlife",Black Mountain,US,us/nc/blackmountain/150eastsidedr/1164300497,35.60766154,-82.35853672,Pisgah Brewing Company,28711,NC,pisgahbrewing,http://pisgahbrewing.com
AVwc4saMByjofQCxjP_i,716 SW 3rd St,"Beer and Ale,Brewery",Ankeny,US,us/ia/ankeny/716sw3rdst/-633998828,41.73002,-93.60989,Firetrucker Brewery,50023,IA,firetruckerbrew,http://firetrucker.com
AVwc4sng_7pvs4fz0AIF,535 N Woodlawn St,"Brewery,Restaurant",Wichita,US,us/ks/wichita/535nwoodlawnst/-1714519526,37.69527,-97.26341,Wichita Brewing Company & Pizzeria,67208,KS,wichitabrew,http://wichitabrew.com
AVwc4Zya_7pvs4fzz842,4029 Hagen Rd,"Winery,Wine Bar,Wineries,Vineyards,Brewers,Winery and Wine Bar,Attraction,Tours,Classes and Rentals,Guided Tour",Napa,US,us/ca/napa/4029hagenrd/27138180,38.3232,-122.2244,Palmaz Vineyards,94558,CA,palmazvineyards,http://www.palmazvineyards.com
AVwc576iIN2L1WUfqK9g,1 W Flatiron Crossing Dr,"Brewery,American Restaurant,Brewery, German Restaurant, and American Restaurant,German Restaurant",Broomfield,US,us/co/broomfield/1wflatironcrossingdr/-1268123268,39.93066919,-105.1352119,Gordon Biersch Brewery Restaurant,80021,CO,gordon_biersch,http://gordonbiersch.com
AVwc5aFJkufWRAb50Lr-,7124 E 5th Ave,"Coffee and Tea,Coffee and Espresso Restaurants,Coffee Shops,Restaurants,Coffee Shop,Internet Cafe,Coffee & Tea,Coffee Shop and Internet Cafe Downtown Scottsdale,Coffee Shop, Brewery, and Internet Cafe Downtown Scottsdale,Coffee Shop and Internet Cafe",Scottsdale,US,us/az/scottsdale/7124e5thave/-40653222,33.49834,-111.92758,Cartel Coffee Lab,85251,AZ,cartelcoffeelab,"https://www.cartelcoffeelab.com,http://www.cartelcoffeelab.com"
AVwc5ESwkufWRAb50II1,1333 5th Ave,"Brewery,American Restaurant,Restaurants,Brew Pubs,Bars Clubs,Sports Bars,Brewery and American Restaurant,Brewery and American Restaurant Seattle Central Business District",Seattle,US,us/wa/seattle/13335thave/1021883261,47.6091,-122.3342,Rock Bottom Restaurant & Brewery,98101,WA,rockbottom,http://rockbottom.com
AVwc5ggrkufWRAb50M04,91 Biltmore Ave,"Brewery,Beer Garden,American Restaurant,Liquor Stores,Restaurants,Pubs,Breweries,Wineries",Asheville,US,us/nc/asheville/91biltmoreave/-115482470,35.5917,-82.5511,Wicked Weed Brewing,28801,NC,wickedweedbeer,http://www.wickedweedbrewing.com
AVwc5Hji_7pvs4fz0FNP,130 Bridge St,"Brewery,Food,Restaurant",Phoenixville,US,us/pa/phoenixville/130bridgest/2102366206,40.13398,-75.51377,Iron Hill Brewery & Restaurant,19460,PA,ironhillphx,http://ironhillbrewery.com/phoenixville/
AVwc5ixn_7pvs4fz0JsU,21001 N Tatum Blvd,"American Restaurant,Pizza Place,Brewery,American Restaurant, Pizza Place, and Brewery",Phoenix,US,us/az/phoenix/21001ntatumblvd/554746294,33.67719348,-111.9765937,Bj's Restaurant and Brewhouse,85050,AZ,bjsrestaurants,http://t.co/bl46gcjDLN
AVwc5KZLByjofQCxjVcL,1416 N Litchfield Rd,"Liquor Stores,Wine,Beer and Ale,Wine Shop, Liquor Store, and Brewery,Wine Shop, Liquor Store, and Beer Store,Beer & Ale,Breweries,Beer & Ale Distributors,Wine & Distilled Beverages Retail,Beer & Ale Retail",Goodyear,US,us/az/goodyear/1416nlitchfieldrd/-1152707038,33.46237,-112.35832,Total Wine More,85395,AZ,totalwine,"http://www.totalwine.com/store-info/arizona-goodyear/1008?cid=referral:YEXT::SERP_website_link:1008_goodyear_store_page:,http://www.totalwine.com/store-info/arizona-goodyear/1008"
AVwc5L1OkufWRAb50JcP,1627 S 7th St,"Brewery South San Jose,Brewery",San Jose,US,us/ca/sanjose/1627s7thst/1362690911,37.315174,-121.866429,Sufferfest Beer Co,95112,CA,hermitagebrews,http://hermitagebrewing.com
AVwc5m6lByjofQCxjaaS,105 W. Emma St,"Restaurant,American,Bar,Brewery,American Restaurant,Brewers",Lafayette,US,us/co/lafayette/105wemmast/-572928643,39.994526,-105.091286,The Post Brewing Company,80026,CO,postbrewingco,http://www.postbrewing.com
AVwc5MB1ByjofQCxjVpi,44652 Guilford Dr,"Breweries,Food & Drink,Brewery",Ashburn,US,us/va/ashburn/44652guilforddr/-1763867430,39.02376615,-77.45480491,Old Ox Brewery,20147,VA,oldoxbrewery,http://oldoxbrewery.com
AVwc5NsekufWRAb50JuG,7848 E 96th St,"Brewery,Food & Drink,Breweries",Fishers,US,us/in/fishers/7848e96thst/-2025823524,39.928238,-86.02452,Sun King Tap Room and Small-Batch Brewery,46037,IN,sunkingbrewing,http://sunkingbrewing.com
AVwc5okykufWRAb50Oab,120 Wilkinson St,Brewery,Syracuse,US,us/ny/syracuse/120wilkinsonst/866553734,43.05102913,-76.16199431,Middle Ages Brewing Company,13204,NY,middleagesbeer,http://middleagesbrewing.com
AVwc5P_kByjofQCxjWSe,212 W 6th St,"Wineries,Brewery,Winery,Other Food & Drink,Wineries & Vineyards,More,Brewery and Winery Old Town Manchester,Food & Drink,Breweries,Brewery and Winery",Richmond,US,us/va/richmond/212w6thst/1007915267,37.5256,-77.4414,Blue Bee Cider LLC,23224,VA,bluebeecider,http://bluebeecider.com
AVwc5qmPByjofQCxjbD6,500 Winslow Way E,"Brewers,Bar,Amusement Places & Arcades,Tourist Information & Attractions,Restaurants",Bainbridge Island,US,us/wa/bainbridgeisland/500winslowwaye/1596699160,47.6246,-122.5138,Alehouse On Winslow,98110,WA,alesonwinslow,"http://www.alehouseonwinslow.com,http://alehouseonwinslow.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJPfW2Rd16RBtow2kmf1DAzc1lG9_sY_6B_yeR_1KC9DbtDFOjW204YLqiw2aZBohC8NdDjqwomntg7pcbp5DtEfu6MJzvSALXn7nJA5eHQFAC8_g2ffQSNPefgBSv_cPo23UWp5zoagTP6MxV2xBh3lf8IzApTcXmUELXk9ok0fq4hXnF9NnrQVpFVoRkJxuGTEgfNi685WWKpW6opOTvIyPMuF4NO-GF80zATbB8v3LVVknUgJGiqzIFDf5GJP6yBwnzrHQCvjMM9bJsOIQWrhgvoJREAuIxiHZqbPC7C4370WzAQRFjyJmNq_Wy5YkRYeW_MSHjTGNo9YLWZn4Btbbhb3MSYpUeVQAgPJsy2ooZ6dzw4IJVzw&placement=listing_profile&cs_user=unknown&cs_session=f61b4a0a17d8e1c494f47753bef3703f94ab33f1"
AVwc5QQE_7pvs4fz0GmP,1828 Abriter Ct,"Restaurant,Brewery,Bar,Restaurant, Brewery, and Bar",Naperville,US,us/il/naperville/1828abriterct/1241605439,41.8029,-88.129329,Granite City Food & Brewery,60563,IL,gcfb,"http://www.gcfb.com,http://gcfb.com"
AVwc5RdakufWRAb50KW4,17700 Hwy 253,Brewery and Disc Golf,Boonville,US,us/ca/boonville/17700hwy253/28716362,39.00074292,-123.3567667,Anderson Valley Brewing Company,95415,CA,avbc,http://avbc.com
AVwc5UcZIN2L1WUfqEOu,5616 Spectrum Dr,"American Restaurant,Pizza Place,Brewery,Restaurants,Pubs,Brew Pubs,American Restaurant, Pizza Place, and Brewery",Frederick,US,us/md/frederick/5616spectrumdr/554746294,39.383755,-77.402943,BJ's Restaurant and Brewhouse,21703,MD,bjsrestaurants,http://t.co/bl46gcjDLN
AVwc5V9VkufWRAb50LFM,13101 Arnold Dr,"Winery,Wineries,Brewers,Restaurant,wholesale",Glen Ellen,US,us/ca/glenellen/13101arnolddr/931526942,38.3705194,-122.5171231,Mayo Family Winery,95442,CA,mayofamilywine,http://www.mayofamilywinery.com
AVwc5vbc_7pvs4fz0L3z,2325 Endicott St,"Brew Pubs,Beer and Ale,Liquor Stores,Restaurants,Brewery,Bar & Grills,Beer & Ale",Saint Paul,US,us/mn/saintpaul/2325endicottst/-1084995983,44.97037,-93.19323,Urban Growler Brewing Company,55114,MN,urbangrowlermn,http://www.urbangrowlerbrewing.com
AVwc5ZBDByjofQCxjXwv,5907 Triangle Dr,"Brewery,Beer Homebrewing Equipment and Supplies,Beer and Ale,Liquor Stores,Beer Homebrewing Equipment & Supplies,Beer & Ale",Raleigh,US,us/nc/raleigh/5907triangledr/1694132614,35.89589,-78.74511,Gizmo Brew Works,27617,NC,gizmobrewworks,http://www.gizmobrewworks.com
AVwc6_2kkufWRAb50cwa,1525 Cortland Ave,"Attraction,Bars,Clubs and Nightlife,Brewery",San Francisco,US,us/ca/sanfrancisco/1525cortlandave/1656262101,37.7401129,-122.409035,Barebottle Brewing Company,94110,CA,barebottlebeer,"http://www.barebottlebeer.com/,http://www.barebottlebeer.com"
AVwc62szIN2L1WUfqVXu,2052 W Virginia Ave Ne,"Brewers,Brewery Ivy City,Brewery,Brew Pubs,Beer & Ale,Restaurants,factory",Washington,US,us/dc/washington/2052wvirginiaavene/-1004580971,38.9149,-76.9814,Atlas Brew Works,20002,DC,atlasbrewworks,"http://atlasbrewworks.com,http://www.atlasbrewworks.com"
AVwc635xkufWRAb50bax,40 Collier Ave,"Brewery,Brewers,Other Food & Drink,Bars & Clubs,More,Food & Drink,Nightlife,Breweries,Brewery Downtown Asheville",Asheville,US,us/nc/asheville/40collierave/-406952667,35.588,-82.5538,Burial Beer Co.,28801,NC,burialbeer,http://burialbeer.com
AVwc64hDIN2L1WUfqVo4,2661 N Maize Rd,"Brewery,Restaurants,Bars Clubs,Bars Pubs,Brew Pubs,Bars & Clubs,Bars & Pubs,Traditional American Restaurants,Polish & Czech Restaurants,Restaurant",Wichita,US,us/ks/wichita/2661nmaizerd/1241605439,37.7308,-97.4632,Granite City Food & Brewery,67205,KS,gcfb,http://gcfb.net
AVwc669DByjofQCxjozf,111 Marble Ave NW,"Brewery,Pub,Beer Garden,Brewers,Brewery, Pub, and Beer Garden,Locks & Locksmiths-Commercial & Industrial,Locksmith Referral Service,Locks & Locksmiths,Safes & Vaults-Opening & Repairing,Locksmiths Equipment & Supplies,Keys",Albuquerque,US,us/nm/albuquerque/111marbleavenw/-617223347,35.0928,-106.6467,Marble Brewery,87102,NM,marblebrewery,http://marblebrewery.com
AVwc685RkufWRAb50cKk,600 Battleground Ave,"Brewery,Brewery Fisher Park",Greensboro,US,us/nc/greensboro/600battlegroundave/1966349568,36.07939157,-79.79394234,Preyer Brewing Company,27401,NC,preyerbrewing,http://preyerbrewing.com
AVwc69WAIN2L1WUfqWbH,639 E Boughton Rd,"Brewery,American Restaurant,Brewery and American Restaurant,Breweries",Bolingbrook,US,us/il/bolingbrook/639eboughtonrd/-1268123268,41.71863909,-88.04074287,Gordon Biersch Brewery Restaurant,60440,IL,gordon_biersch,http://gordonbiersch.com
AVwc6BZWkufWRAb50SSj,501 N Stephanie St,"Wine Shop, Liquor Store, and Brewery,Wine Shop, Liquor Store, and Brewery Whitney Ranch,Wine Shop, Liquor Store, and Beer Store Whitney Ranch,Liquor Store,Brewery,Wine Shop",Henderson,US,us/nv/henderson/501nstephaniest/-1152707038,36.056609,-115.048332,Total Wine & More,89014,NV,totalwine,"http://totalwine.com,http://www.totalwine.com"
AVwc6cYI_7pvs4fz0TWy,4210 82nd St,"Pub, Bar, and Brewery,Pub,Brewery,Bar",Lubbock,US,us/tx/lubbock/421082ndst/-556822686,33.52071643,-101.9017878,Fox and Hound English Pub,79423,TX,the_foxandhound,http://foxandhound.com
AVwc-6D2ByjofQCxkSAF,215 S Grant Ave,Brewery,Springfield,US,us/mo/springfield/215sgrantave/1421577965,37.20754199,-93.29898171,Mother's Brewing Company,65806,MO,mothersbrewing,http://www.mothersbrewing.com
AVwc6dH7ByjofQCxjjzL,25 Cataract St,"Pub,Brewers,Restaurants,Breweries",Rochester,US,us/ny/rochester/25cataractst/-1534253056,43.1636,-77.6149,The Genesee Brew House,14605,NY,geneseebrewery,http://geneseebeer.com/brew-house
AVwc6dO2kufWRAb50XDp,8785 Airport Rd,"Vineyard,Brewery",Waconia,US,us/mn/waconia/8785airportrd/-677557047,44.84318145,-93.74558687,Schram Vineyards,55387,MN,schramvineyards,http://www.schramvineyards.com
AVwc6hNo_7pvs4fz0UJY,1 Industrial Way,"Brewery,Tourist Information & Attractions,Food & Drink,Amusement Places & Arcades,Banquet Halls & Reception Facilities,Breweries",Portland,US,us/me/portland/1industrialway/143925389,43.70274921,-70.32015343,Austin Street Brewery,4103,ME,austinstbrewery,"http://austinstreetbrewery.com,http://www.austinstreetbrewery.com"
AVwc6IKx_7pvs4fz0P7B,124 Perimeter Ctr W,"Wine Shop, Brewery, and Gift Shop Perimeter Center,Wine Shop, Liquor Store, and Brewery Perimeter Center,Wine Shop, Liquor Store, and Brewery,Breweries,Beer & Ale Distributors,Liquor Stores,Wine & Distilled Beverages Retail,Beer & Ale Retail",Atlanta,US,us/ga/atlanta/124perimeterctrw/-1152707038,33.927508,-84.344618,Total Wine & More,30346,GA,totalwine,http://totalwine.com
AVwc6kjtIN2L1WUfqSSi,2315 N Davidson St,"Brewers,brewery",Charlotte,US,us/nc/charlotte/2315ndavidsonst/-1715793262,35.2407,-80.8144,Birdsong Brewing,28205,NC,birdsongbrewing,http://www.birdsongbrewing.com
AVwc6LoXkufWRAb50UBp,1000 Marietta St NW,"Brewery,American Restaurant,Bars,Beer and Ale,Brew Pubs,American Restaurants,Caterers,Restaurants,Taverns",Atlanta,US,us/ga/atlanta/1000mariettastnw/1269111589,33.78434,-84.4191,5 Seasons Brewing,30318,GA,5seasonswest,http://5seasons.info
AVwc6pZTByjofQCxjl42,130 W Gurley St,"Brewery,American Restaurant,American Restaurants,Brew Pubs,Restaurants,Banquet Halls & Reception Facilities,Beer & Ale,Restaurant",Prescott,US,us/az/prescott/130wgurleyst/17147385,34.5419,-112.4715,Prescott Brewing Company,86301,AZ,prescottbrewco,"http://www.prescottbrewingcompany.com,http://www.prescottbrewingcompany.com/"
AVwc6QnqByjofQCxjhkT,1701 Telegraph Ave,"Restaurant,Bar,Brewery,Brewers",Oakland,US,us/ca/oakland/1701telegraphave/-2298467,37.807009,-122.270489,Woods Bar and Brewery,94612,CA,woodsbeer,http://www.woodsbeer.com/
AVwc6TfF_7pvs4fz0Ryc,4561 Virginia Beach Blvd,"Brewery,American Restaurant,Restaurants,Bars Clubs,Bars Pubs,Brew Pubs,Brewery and American Restaurant",Virginia Beach,US,us/va/virginiabeach/4561virginiabeachblvd/-1268123268,36.8433,-76.1347,Gordon Biersch Brewery Restaurant,23462,VA,gbvabeach,http://gordonbiersch.com
AVwc6ytokufWRAb50alP,1505 Taylor Farm Rd,Brewery,Virginia Beach,US,us/va/virginiabeach/1505taylorfarmrd/-183069045,36.78814335,-76.06032153,Reaver Beach Brewing Company,23453,VA,reaverbeach,http://www.reaverbeach.com
AVwc6ytqkufWRAb50alR,110 Wisconsin Dells Pkwy S,"Pizza Place,Brewery,American Restaurant,Barbecue,Breweries and brew pubs,Juice bars,Pizza,Restaurants,American restaurants,Bar and grill restaurants,Cajun-creole restaurants,Hamburger restaurants,Health food restaurants,Hot dog restaurants,Italian restaurants,Mexican restaurants,Natural food restaurants,Seafood restaurants,Steak and chop restaurants,Vegetarian restaurants,Bars Clubs,Bars Pubs,Brew Pubs,Liquor Stores,Take Out Restaurants,Bars & Clubs,Caterers,Bars & Pubs,Pizza Place, Brewery, and American Restaurant,Bars,Restaurant,Bar & Grills,Family Style Restaurants,Pizza Place, Brewery, and American Restaurant Wisconsin Dells",Wisconsin Dells,US,us/wi/wisconsindells/110wisconsindellspkwys/145558421,43.5888,-89.7918,Moosejaw Pizza & Dells Brewing Co,53965,WI,dellsmoosejaw,http://moosejawbrewpub.com
AVwc70H0_7pvs4fz0hsh,1941 W Galena Blvd,"Bar and Grills,Bars,Sports Bars,Pubs,Bars & Pubs,Restaurant, Pub, and Brewery,Taverns,Bar & Grill Restaurants,Restaurant",Aurora,US,us/il/aurora/1941wgalenablvd/564469031,41.764565,-88.36441,Brody's Irish Pub,60506-4305,IL,brodysirishpub,http://brodysirishpub.com
AVwc71M2IN2L1WUfqfxy,4816 NE Thurston Way,"Wine Shop,Liquor Store,Smoke Shop,Liquor Stores,Wine,Beer and Ale,Wine Shop, Liquor Store, and Brewery,Wine Shop, Liquor Store, and Brewery North Sifton - Orchards,Beer & Ale",Vancouver,US,us/wa/vancouver/4816nethurstonway/-1152707038,45.65761,-122.58897,Total Wine & More,98662,WA,totalwine,"http://www.totalwine.com/store-info/washington-vancouver/1404?cid=referral:YEXT::SERP_website_link:1404_vancouver_store_page:,http://www.totalwine.com/store-info/washington-vancouver/1404"
AVwc735V_7pvs4fz0iUf,730 S Rampart Blvd,"Wine Shop,Liquor Store,Smoke Shop,Wine Stores,Liquor Stores,Cigarettes Tobacco,Breweries,Brewery,Beer & Ale Distributors,Wine & Distilled Beverages Retail,Beer & Ale Retail,Wine Shop, Liquor Store, and Brewery Summerlin",Las Vegas,US,us/nv/lasvegas/730srampartblvd/-1152707038,36.1631,-115.2885,Total Wine & More,89145,NV,totalwine,"http://www.totalwine.com/store-info/nevada-las-vegas-summerlin/1201?cid=referral:YEXT::SERP_website_link:1201_summerlin_store_page:,http://www.totalwine.com,http://totalwine.com"
AVwc73WEkufWRAb50lqC,4236 S Lamar Blvd,"Pizza Place,Brewery,Pizza Place and Brewery Barton Hills,Restaurant",Austin,US,us/tx/austin/4236slamarblvd/-498501593,30.236082,-97.795906,Pinthouse Pizza,78704,TX,pinthouselamar,http://pinthousepizza.com
AVwc7A-1kufWRAb50c7v,7474 Towne Center Pkwy,"Brewery,American Restaurant,Restaurant,Brewery and American Restaurant",Papillion,US,us/ne/papillion/7474townecenterpkwy/-339748756,41.13448407,-96.02715969,Nebraska Brewing Company,68046,NE,nebrewingco,http://www.nebraskabrewingco.com/
AVwc7amKIN2L1WUfqbeE,1355 Market St,"French Restaurant,Brewery,Restaurant",San Francisco,US,us/ca/sanfrancisco/1355marketst/498585019,37.776778,-122.41688,Bon Marché Brasserie & Bar,94103,CA,bonmarchesf,"http://www.bonmarche-sf.com/,http://bonmarche-sf.com"
AVwc7B8r_7pvs4fz0Zm_,4 Alsan Way,"Brew Pubs,Restaurants,Beer and Ale,Brewers,Brewery,Restaurant,Beer & Ale",Little Ferry,US,us/nj/littleferry/4alsanway/-2126984970,40.85639,-74.0431,Brix City Brewing,7643,NJ,brxcitybrewing,http://brixcitybrewing.com
AVwc7CgNByjofQCxjqLU,1813 NE 2nd Ave,"Brewery,Restaurant",Portland,US,us/or/portland/1813ne2ndave/-1940672445,45.53599,-122.66411,Reverend Nat's Hard Cider,97212,OR,revnatscider,http://reverendnatshardcider.com
AVwc7dfPByjofQCxjutb,3550 S General Bruce Dr,"American Restaurant,Pizza Place,Brewery,Sandwich Place,Liquor Store,American Restaurant, Pizza Place, and Brewery,Restaurant",Temple,US,us/tx/temple/3550sgeneralbrucedr/554746294,31.09187671,-97.38579597,Bj's Restaurant and Brewhouse,76504,TX,subway,http://subway.com
AVwc7fUDByjofQCxju_S,1502 Froom Ranch Way,"Liquor Store,Wine Shop,Liquor Stores,Food Stores,Wine Stores,Breweries,Liquor Store and Wine Shop",San Luis Obispo,US,us/ca/sanluisobispo/1502froomranchway/93630837,35.2524,-120.6878,BevMo!,93405,CA,bevmo,http://bevmo.com
AVwc7LxxIN2L1WUfqY11,9832 14th Ave SW,Brewery,Seattle,US,us/wa/seattle/983214thavesw/1455045653,47.51445567,-122.3526385,Big Al Brewing,98106,WA,big_al_brewing,http://bigalbrewing.com
